Lower_bound,Upper_bound
6468.17561928022,9107.658903039664
6921.508568265717,9574.958104269093
7032.1521976315635,9690.357997576837
6472.846917280751,9137.949866612593
1444.7255140166694,4118.042718251252
1415.697873395003,4096.722992536183
6118.702770846322,8807.502210545226
6415.033204751727,9149.018864341684
6874.738002443575,9622.191651206276
6990.887556824267,9742.93295621262
6423.734937441195,9182.469116668552
1396.0880627587665,4162.737966338731
1371.675775516674,4145.7630001355465
6073.973583976837,8855.588487139268
6363.471394776929,9188.797377946608
6829.536108214767,9667.879378994172
6951.169858073768,9793.956127023543
6376.148791376567,9225.4362590598
1348.9857327542313,4205.918122506865
1329.1747026254686,4193.2990998903215
6030.730977913205,8902.160102723614
6313.341539637281,9227.143176373487
6785.757778761588,9712.166388847218
6912.85513955916,9843.57139120415
6329.9461494531615,9266.993669560752
1303.2782546325382,4247.723507516418
1288.0561986569414,4239.469688856168
5988.838261805685,8947.353713135839
6264.516934505549,9264.183047271936
6743.2791365266785,9755.1765524998
6875.820434204166,9891.901635260923
6285.005365397841,9307.263040797125
1258.8456376155991,4288.2741633731175
1248.2017203105,4284.39325118894
5948.178315132007,8991.286404114393
6216.888536150975,9300.026116716275
6701.993423617322,9797.016621801991
6839.959716758605,9939.05280393148
6241.221498529637,9346.349360013974
1215.584288671782,4327.673734173166
1209.5088434770798,4328.172151717544
5908.649875627107,9034.059403369134
6170.361698126495,9334.767114017632
6661.80786177721,9837.77936874785
6805.180804564852,9985.116999418779
6198.503268651791,9384.343954183285
1173.4040373739308,4366.012441244744
1171.8883511977874,4370.895547985846
5870.1646862402595,9075.760933624453
6124.85364321286,9368.48889927912
6622.641216189774,9877.546021672148
6771.402951279104,10030.174887670515
6156.770689487622,9421.326856567735
1132.2258207809862,4403.369398265918
1135.2619650081842,4412.641658908929
5832.645269966284,9116.46843778835
6080.291479303469,9401.264447510332
6584.421879388903,9916.38818133969
6738.554953092546,10074.297592158628
6115.9532045293945,9457.36867087145
1091.979857741624,4439.8144369605325
1099.5605540151932,4453.479555696727
5796.023171497335,9156.250337300891
6036.61062239778,9433.15842563322
6547.08634567665,9954.369346527681
6706.573640037443,10117.54820257388
6075.988200778502,9492.53205749946
1052.6041918060077,4475.409564185988
1064.7227042170664,4493.470592534614
5760.237551300341,9195.167438057048
5993.75352903708,9464.228460045659
6510.57798296742,9991.546142181596
6675.402660789253,10159.982990024386
6036.819810764331,9526.872931538439
1014.0435156709168,4510.210137487646
1030.6935632707205,4532.669561816598
5725.234049448622,9233.274066575315
5951.668667055213,9494.526165870002
6474.846034114844,10027.969318088368
6644.991494058368,10201.652395644576
5998.397937310703,9560.44143798991
976.248213396567,4544.265822881542
997.4238985360907,4571.12563610153
5690.963858522355,9270.618997097527
5910.309672067299,9524.097990463695
6439.84479739262,10063.684568395598
6615.294636976358,10242.601842209579
5960.6774524281955,9593.282752877523
939.1735730280486,4577.621382232481
964.8693221601127,4608.883143029671
5657.38296039577,9307.246214801902
5869.6346503016775,9552.985910586625
6405.532948347366,10098.733209758791
6586.270933221931,10282.872406009945
5923.617533777048,9625.437746783788
902.7791339691612,4610.317325879744
932.9896483623677,4645.982208037586
5624.451492834457,9343.195549205991
5829.605597890157,9581.228013110192
6371.872974311898,10133.15274682814
6557.883012558965,10322.50137731427
5887.181110882941,9656.943538633894
867.0281419502562,4642.390457668778
901.7483563590017,4682.459291434787
5592.133219896166,9378.503203766137
5790.187913686976,9608.858982197651
6338.830699514383,10166.97734713943
6530.096820005438,10361.522731200923
5851.33439970088,9687.833961131462
831.8870906727689,4673.8743333062075
871.1121384480086,4718.347640318995
5560.395086070616,9413.202201737904
5751.3499878387365,9635.910510733487
6306.374883650937,10200.238242541513
6502.881217712529,10399.967525679625
5816.0465088877,9718.139954485647
797.3253338556576,4704.799648312932
841.0505173108572,4753.6776712750725
5529.206838522323,9447.322763933507
5713.062852188294,9662.411649918839
6274.4768804914875,10232.964070590542
6476.2076462834775,10437.864240373237
5781.289104725232,9747.889901487573
763.3147549016433,4735.194568357434
811.5355199980013,4788.477296390068
5498.540705138043,9480.892630674609
5675.299881519961,9688.389108025598
6243.110345897336,10265.181166532466
6450.049835032624,10475.239066259368
5747.036124356651,9777.10991427361
729.8294840565088,4765.08501209602
782.5413986624078,4822.772202520234
5468.371118622066,9513.93733769727
5638.036536890991,9713.86750706424
6212.2509867808585,10296.913814343392
