2709.14281168145,1313.22124528316,4105.06437807975
7540.58921565879,6136.42064820575,8944.75778311184
8973.86068577698,7566.74411987616,10380.9772516778
8674.71047276706,7263.57255333128,10085.8483922028
8178.68046000866,6762.01751155715,9595.34340846016
8026.64911873637,6605.55543072331,9447.74280674943
2798.25190743608,1372.89007788856,4223.6137369836
2710.85559815363,1263.96310447188,4157.74809183538
7540.59747478288,6085.752390117,8995.44255944875
8976.53173935638,7518.83963448878,10434.223844224
8674.24616752233,7212.67908489656,10135.8132501481
8176.77845032244,6709.87049627544,9643.68640436943
8025.79612182181,6554.61030257578,9496.98194106785
2796.83222925836,1321.52189695403,4272.1425615627
2712.56865807396,1216.44688416887,4208.69043197906
7540.6048783688,6036.7961383962,9044.41361834141
8979.20448580583,7472.63979972334,10485.7691718883
8673.77792487626,7163.47063510394,10184.0852146486
8174.87937997553,6659.39738678711,9690.36137316395
8024.9401355643,6505.31853015194,9544.56174097666
2795.41544996062,1271.79918993473,4319.0317099865
2714.28198242637,1170.50594803574,4258.058016817
7540.61143472448,5989.38969475257,9091.83317469639
8981.87891783006,7427.98391660259,10535.7739190575
8673.30574853481,7115.78863856251,10230.8228585071
8172.98324958916,6610.44234127696,9735.52415790135
8024.08115629537,6457.52646545721,9590.63584713352
2794.00157688118,1223.57038088139,4364.43277288098
2715.99556219964,1125.99866381509,4305.9924605842
7540.61715216305,5943.39496867686,9137.83933564924
8984.55502811938,7384.73508837781,10584.3749678609
